"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ethiopia","ETH","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","44.2","42.6","39","37.1","35.6","35","33.5","28.5","24.7","20.9","19.4","17.7","15.9","14.8","14.4","15.7","18.2","21.9","24.9","",
"European Union","EUU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.63679518305849","2.61337677133307","2.60384400899641","2.60104360083942","2.59134282392624","2.59541166311827","2.58245830831456","2.57309882114235","2.55943137363272","2.55692824392541","2.56542455249905","2.5578373608929","2.54697084714913","2.55333773414628","2.55479166889635","2.55378780310775","2.53108929247504","2.52177397438172","2.52242644767394","2.52359540748427","",
"Fragile and conflict affected situations","FCS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3903826490028","24.7245144372617","24.0786292636856","23.0124990355394","22.0757156387805","21.2109094315059","20.3214511002051","19.5610481994076","18.2042942750312","17.40050147601","16.6393937385164","16.5876933206685","16.2666844867342","16.37387658016","16.9776055813783","17.5292699256583","18.2089424004006","18.62034286502","19.9264940529644","21.0849036143091","",
"Finland","FIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Fiji","FJI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.8","3.9","3.8","3.7","3.7","3.7","3.9","4.8","5.6","6.6","6.5","6.7","6.3","6.5","6.3","6.2","5.5","4.9","5.7","",
"France","FRA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Faroe Islands","FRO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","12.1","13.3","13.9","14.3","14.8","15.9","16.8","16.3","14.7","13.1","12.8","12.9","13.3","13.9","15.1","16.1","17","16.6","17.2","",
"United Kingdom","GBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Georgia","GEO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","5.9","4.8","4.1","4.1","4","4","3.6","5","6.7","8.2","7.8","7.9","7.9","8.1","8.3","8.1","7.8","7.8","7.6","",
"Ghana","GHA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","13.5","12.6","12.2","11.2","10.6","9.4","8.2","6.6","6.1","6.1","6.4","6.6","7.1","7.7","7.7","7.1","6.2","5.2","4.1","",
"Gibraltar","GIB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","19.6","20.5","20.7","21.7","20.7","18.7","15.8","12.8","10.4","8.7","9.1","9.8","10.5","11","11.6","12.2","13.1","18","21.6","",
"Guinea-Bissau","GNB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Grenada","GRD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2","19.9","18.9","19.1","18.9","17.8","18.2","17.9","17.6","16.4","16.3","16.8","17.5","17.7","17.3","16.4","16.3","16.2","16.3","16","",
"Guam","GUM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.5","6.8","6.9","7.1","7.1","7.5","7.6","8.4","8.7","8.6","8","7.4","7","6.8","6.4","6.1","5.4","5","4.9","",
"High income","HIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71983772473765","2.70416103397835","2.70844242215169","2.70999611015095","2.70248453803992","2.69124797484985","2.69294473383642","2.70548599949908","2.71905989163172","2.7344929726228","2.69635641511901","2.68455373953636","2.65709902619229","2.64879881231783","2.63720142030248","2.63641274321136","2.62630263202532","2.61901641717938","2.65223904816342","2.6914523157657","",
"Hong Kong SAR, China","HKG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Honduras","HND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9","21.2","21.7","22.2","22.3","21.8","21","20.8","18.3","15.8","13.4","13.4","14.2","14.6","14.5","13.8","13.2","13.1","13.3","15.3","",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0775461059821","32.3654086662662","31.6565972948063","30.6226745735365","29.4498864747725","28.2252392140135","27.2855185714305","26.4722734996173","24.691070378259","23.0985080330414","21.5770106892553","21.1873577273541","20.9261008449223","20.9382892850195","21.1325166715087","21.2987501193542","21.6366218421027","22.14515081715","23.3679742184599","24.6739867547789","",
"Croatia","HRV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","4.6","3.7","3.1","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Haiti","HTI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7","52.6","53","53.7","52.9","51.9","50.1","48.6","45.8","44.4","44","44.7","43.7","42.6","42.4","43.2","44.6","45.4","46.4","47.2","",
"Hungary","HUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"IBRD only","IBD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6520448093985","12.7876902659257","12.7737922894597","12.5954066409522","12.0648739508741","11.1141968647013","10.045353233795","9.34598846216389","8.64303990936432","8.20661375563212","7.80276058635285","7.52722736473743","7.38547690741593","7.31850706416813","7.23299979794394","7.07891255786167","6.87469588581865","6.88095456606859","7.3205935510721","7.9306433959338","",
"IDA & IBRD total","IBT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1482717346238","15.2032326158495","15.0869449998469","14.7210877940296","14.0826847496611","13.1200787465806","12.1539553199026","11.5058100212037","10.7756705418256","10.2780017928132","9.81738624836506","9.57134984790597","9.42216166524781","9.35490090733182","9.34061845091238","9.25921941832752","9.16410173371257","9.22961962514687","9.83023220721683","10.6171063409081","",
"IDA total","IDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.110347435457","24.7127585560978","24.0725557757741","22.873737396286","21.7236767941227","20.6188353945455","19.9373937828516","19.3795840892005","18.452057333482","17.6350281828461","16.8806198364909","16.6535946053271","16.3994230904038","16.2518175464769","16.3965254273177","16.4707191539441","16.6401524320721","16.7970895388398","17.8049350511898","19.026093016434","",
"IDA blend","IDB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8732506656478","18.2861223066525","17.857197934152","16.3727243468149","14.9724649089448","13.9200314454474","13.5466238822443","13.5225197055781","13.2370140812009","12.9098055260048","12.5695265062301","12.3656258025436","12.0623369433627","11.7362725551391","11.6555024770572","11.7601039722351","12.0672051080316","12.2690682330035","13.6414908134902","15.1563435247188","",
"Indonesia","IDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","19.1","18.9","19.1","19.2","19","18.5","17.4","15.4","13","10.7","9.3","8.2","7.9","7.2","6.6","5.9","5.9","6.2","6.5","",
"IDA only","IDX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2653758183365","28.4050651275673","27.6413029606934","26.6102272465831","25.6074431252319","24.4764800629203","23.6268846619136","22.7720288947465","21.4826806335938","20.3913762167316","19.4014987546116","19.1605372876283","18.9309708561592","18.8804099888722","19.1468724805654","19.19159304472","19.2707150921505","19.3944777099989","20.1879688964731","21.2367842416022","",
"Isle of Man","IMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4","20.1","21.5","22.1","21.6","19.6","17.5","16.6","16.3","15.9","15.4","14.9","14.9","14.8","14.5","13.9","13.2","13.3","14.6","16.3","",
"Not classified","INX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Iran, Islamic Rep.","IRN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","5","5","4.9","5.2","5.5","5.7","5.4","5.5","6.1","6.3","6","5.1","4.9","4.7","4.9","5.2","5.2","4.9","4.1","",
"Iraq","IRQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1","21.4","20.2","19.4","17.9","18","17.8","17","15.8","15","15.9","16.6","16.8","17.3","18.4","19.1","18.8","18.1","17.4","15.9","",
"Iceland","ISL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Israel","ISR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Italy","ITA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Jamaica","JAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","6.9","7","7.1","7.4","7.7","8.3","9","9.6","9.7","9.9","9.7","9.7","9.3","9.7","9.3","9","8.1","7.5","6.9","",
"Jordan","JOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","7.7","6.3","5.7","5.5","5.7","6.1","6.5","6.4","6.2","6.1","6.3","6","6","6.3","7.1","8.8","11.2","14.6","16.9","",
"Japan","JPN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.8","3.2","",
"Kazakhstan","KAZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.6","7.1","7.5","7.3","6.3","5.1","4.3","3.7","3.2","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Kenya","KEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2","33.6","34.9","32.1","28.5","26.1","26.9","26.6","24.7","22.2","20.6","19.8","19.5","19.6","21.5","23.3","25.1","24.7","25.6","26.9","",
"Kyrgyz Republic","KGZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","12.9","10.6","8.5","8.5","9","9.6","8.8","8.2","7.3","6.7","6.3","6.1","6.1","6.3","6.1","5.8","5.4","5.2","5.3","",
"Cambodia","KHM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","21.2","19.4","18.5","17","15.6","14.8","14.5","13","11.2","9.7","9.5","9.4","9.2","8.9","8.5","7.7","6.6","6","6.3","",
"Kiribati","KIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.6","5","5.1","5.3","5.5","6","6.2","5.4","4.4","3.5","3.3","3.3","3.2","3.2","3.3","3.4","3.9","4","4.2","",
"St. Kitts and Nevis","KNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.6","2.6","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Kuwait","KWT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.7","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7951968878755","10.5339120344488","10.2972620080962","9.92351541225983","9.52957398101639","9.04035953221308","8.60224413860371","8.37790959804459","7.79150951385192","7.30060259696834","6.71723316239503","6.43165181814946","6.05450815950586","5.81262408843199","5.83655115488763","5.98066027665968","6.12331207534908","6.17687064929376","6.45081672832852","7.27831408995546","",
"Lao PDR","LAO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2","29.5","26.9","24.1","22.4","20.6","20.1","18.3","16.8","14.1","12.8","11.3","10","8","6.7","5.9","5.6","5.3","5.4","5.1","",
"Lebanon","LBN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","8.6","9.6","10.7","10.9","10.5","9.9","9.4","7.6","5.7","4.2","4.6","5","5.5","5.9","6.2","6.8","7.1","9","10.9","",
"Liberia","LBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6","38.1","37.6","36.5","35.8","35.3","34.4","32.9","33.1","34.5","35.7","36.2","36.1","36.8","36.4","36.3","36.6","37.5","39.2","38.3","",
"Libya","LBY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8014879178256","10.547497769955","10.3171808418346","9.76210975556023","9.32714621340239","8.79461855636972","8.27163723291441","7.96202190656513","7.40635218323103","6.94641283439605","6.40090661158784","6.13074694846919","5.78733931200203","5.66480000938424","6.0254782478807","6.40518798660971","6.79535714798843","6.83057803453744","7.14339290456633","7.79129127596935","",
"Least developed countries: UN classification","LDC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3451848163232","30.3841155475112","29.502570121958","28.3824250581901","27.3090094220928","26.0837707112097","25.1387468519882","24.1910286681666","22.675631867422","21.3711350265251","20.1975531903018","19.9168730610951","19.6295391724708","19.5463955571031","19.8600659884371","19.990926298576","20.1325150028037","20.3278519330703","21.2851317972566","22.5063603984107","",
"Low income","LIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1680844721163","35.3895335923109","34.6511207421788","33.6047514273573","32.7537044032893","31.8082927951756","31.0346183735911","30.2529642718718","28.2026200157003","26.7640875300611","25.3306822182035","25.2560423445735","25.0547434489617","25.4196858863286","26.0866846524306","26.5585793617676","27.1043030425019","27.6505321647986","29.1968114754859","30.7604861691502","",
"Liechtenstein","LIE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","16.1","15.7","15","14","13.2","11.8","10.8","9.8","9.6","8.9","8.1","7","6","5.2","4.7","4.3","4.1","3.7","3.4","",
"Lower middle income","LMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0549087345358","18.6101548784373","18.8997962286476","18.7523194942833","18.1062887394251","16.8124231848049","15.5667169717928","14.8520322087338","14.2832309056055","13.6475116989037","12.9634161735693","12.4728021363165","12.2098509367582","11.9720158047604","11.6827593729882","11.2834691521702","10.8647958565812","10.8158599361356","11.5751064407399","12.6126399079339","",
"Low & middle income","LMY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4192356604406","15.4706144919851","15.3402735764889","14.9906989499184","14.3541424974627","13.3942954858996","12.4336648683975","11.7910032528455","11.0497769081566","10.5416835860014","10.0699054654257","9.82097829930349","9.66758768260657","9.5914906912898","9.54300364583137","9.43673484947758","9.31864650665282","9.38303219596336","9.98454001336691","10.7846022394616","",
"Lesotho","LSO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","18.5","16.8","15.3","13.7","12.8","12.4","12.3","11.9","11.6","12","14.8","19.3","26.1","30.3","32","29.5","28.7","31.2","34.7","",
"Late-demographic dividend","LTE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0681029385803","9.40296397777537","8.60670061777058","7.99159020859372","7.34638004063543","6.72189151647181","5.91645835876765","5.21963905119052","4.34656486364156","4.05438864358424","3.89208228501567","3.79357068934329","3.68556919103012","3.6138584196392","3.55819406772592","3.54056035612446","3.52312987217614","3.49748156990416","3.52255613958648","3.69496189222318","",
"Lithuania","LTU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Luxembourg","LUX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Latvia","LVA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","3.4","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Macao SAR, China","MAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2","20.6","19.1","17.3","16","15.2","14.9","14.5","12.4","9.7","7.2","6.5","6","5.5","5.1","5","4.9","4.7","4.6","4.8","",
"St. Martin (French part)","MAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","5.9","5.6","5.5","5.5","5.6","5.5","5.6","5.4","5.1","4.6","4.4","4.2","4.1","3.8","3.8","3.7","3.8","4.4","5.6","",
"Monaco","MCO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8","35.2","36.5","35","33.4","31","30.5","30.4","29.7","28.2","27.3","29.4","33","37.6","40.2","41.6","42.3","44.3","47.4","48.5","",
"Maldives","MDV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
